Value	Feature	test_study	data_type	random_state
0	1023001001	VogtmannE_2016	subspecies	424
1	1033001001	VogtmannE_2016	subspecies	424
2	1044001001	VogtmannE_2016	subspecies	424
8	1048001001	VogtmannE_2016	subspecies	424
27	1054001003	VogtmannE_2016	subspecies	424
68	1055001001	VogtmannE_2016	subspecies	424
13	1058001001	VogtmannE_2016	subspecies	424
1	1072001001	VogtmannE_2016	subspecies	424
20	1072001002	VogtmannE_2016	subspecies	424
10	1072001003	VogtmannE_2016	subspecies	424
0	1073001001	VogtmannE_2016	subspecies	424
27	1073001002	VogtmannE_2016	subspecies	424
0	1092001002	VogtmannE_2016	subspecies	424
0	1106001001	VogtmannE_2016	subspecies	424
11	1108001001	VogtmannE_2016	subspecies	424
33	1113001001	VogtmannE_2016	subspecies	424
6	1114001001	VogtmannE_2016	subspecies	424
17	1117001001	VogtmannE_2016	subspecies	424
1	1117001002	VogtmannE_2016	subspecies	424
0	1123001002	VogtmannE_2016	subspecies	424
72	1127001001	VogtmannE_2016	subspecies	424
0	1129001003	VogtmannE_2016	subspecies	424
0	1132001001	VogtmannE_2016	subspecies	424
1	1136001002	VogtmannE_2016	subspecies	424
4	1137001001	VogtmannE_2016	subspecies	424
3	1138001001	VogtmannE_2016	subspecies	424
10	1145001001	VogtmannE_2016	subspecies	424
6	1163001001	VogtmannE_2016	subspecies	424
14	1169001001	VogtmannE_2016	subspecies	424
3	1177001001	VogtmannE_2016	subspecies	424
0	1179001001	VogtmannE_2016	subspecies	424
18	1181001001	VogtmannE_2016	subspecies	424
7	1186001002	VogtmannE_2016	subspecies	424
8	1196001001	VogtmannE_2016	subspecies	424
0	1197001001	VogtmannE_2016	subspecies	424
0	1209001001	VogtmannE_2016	subspecies	424
2	1209001002	VogtmannE_2016	subspecies	424
1	1210001002	VogtmannE_2016	subspecies	424
15	1216001002	VogtmannE_2016	subspecies	424
0	1231001001	VogtmannE_2016	subspecies	424
1	1231001002	VogtmannE_2016	subspecies	424
0	1237001001	VogtmannE_2016	subspecies	424
5	1239001001	VogtmannE_2016	subspecies	424
3	1240001001	VogtmannE_2016	subspecies	424
3	1248001001	VogtmannE_2016	subspecies	424
2	1255001001	VogtmannE_2016	subspecies	424
3	1267001001	VogtmannE_2016	subspecies	424
0	1268001001	VogtmannE_2016	subspecies	424
23	1268001002	VogtmannE_2016	subspecies	424
0	1270001001	VogtmannE_2016	subspecies	424
0	1270001002	VogtmannE_2016	subspecies	424
2	1274001001	VogtmannE_2016	subspecies	424
3	1274001002	VogtmannE_2016	subspecies	424
0	1277001001	VogtmannE_2016	subspecies	424
10	1278001001	VogtmannE_2016	subspecies	424
0	1284001001	VogtmannE_2016	subspecies	424
42	1284001002	VogtmannE_2016	subspecies	424
36	1284001003	VogtmannE_2016	subspecies	424
0	1288001001	VogtmannE_2016	subspecies	424
0	1288001002	VogtmannE_2016	subspecies	424
11	1294001001	VogtmannE_2016	subspecies	424
71	1296001004	VogtmannE_2016	subspecies	424
2	1298001002	VogtmannE_2016	subspecies	424
27	1302001001	VogtmannE_2016	subspecies	424
69	1307001003	VogtmannE_2016	subspecies	424
21	1316001001	VogtmannE_2016	subspecies	424
9	1316001002	VogtmannE_2016	subspecies	424
2	1321001001	VogtmannE_2016	subspecies	424
0	1329001002	VogtmannE_2016	subspecies	424
9	1332001001	VogtmannE_2016	subspecies	424
1	1347001001	VogtmannE_2016	subspecies	424
1	1347001002	VogtmannE_2016	subspecies	424
33	1349001001	VogtmannE_2016	subspecies	424
0	1351001001	VogtmannE_2016	subspecies	424
1	1351001002	VogtmannE_2016	subspecies	424
0	1351001003	VogtmannE_2016	subspecies	424
1	1352001004	VogtmannE_2016	subspecies	424
12	1353001001	VogtmannE_2016	subspecies	424
1	1353001002	VogtmannE_2016	subspecies	424
6	1354001001	VogtmannE_2016	subspecies	424
2	1354001002	VogtmannE_2016	subspecies	424
3	1354001003	VogtmannE_2016	subspecies	424
58	1354001004	VogtmannE_2016	subspecies	424
20	1355001002	VogtmannE_2016	subspecies	424
2	1358001001	VogtmannE_2016	subspecies	424
5	1362001002	VogtmannE_2016	subspecies	424
7	1362001003	VogtmannE_2016	subspecies	424
0	1362001004	VogtmannE_2016	subspecies	424
13	1363001001	VogtmannE_2016	subspecies	424
3	1366001002	VogtmannE_2016	subspecies	424
3	1370001001	VogtmannE_2016	subspecies	424
4	1371001001	VogtmannE_2016	subspecies	424
18	1383001002	VogtmannE_2016	subspecies	424
4	1384001001	VogtmannE_2016	subspecies	424
2	1385001002	VogtmannE_2016	subspecies	424
0	1387001001	VogtmannE_2016	subspecies	424
0	1387001002	VogtmannE_2016	subspecies	424
5	1389001001	VogtmannE_2016	subspecies	424
1	1390001001	VogtmannE_2016	subspecies	424
1	1393001001	VogtmannE_2016	subspecies	424
0	1397001001	VogtmannE_2016	subspecies	424
0	1397001002	VogtmannE_2016	subspecies	424
7	1409001001	VogtmannE_2016	subspecies	424
1	1411001001	VogtmannE_2016	subspecies	424
1	1421001001	VogtmannE_2016	subspecies	424
12	1422001002	VogtmannE_2016	subspecies	424
2	1426001003	VogtmannE_2016	subspecies	424
26	1427001002	VogtmannE_2016	subspecies	424
0	1430001001	VogtmannE_2016	subspecies	424
33	1437001001	VogtmannE_2016	subspecies	424
8	1445001001	VogtmannE_2016	subspecies	424
2	1450001001	VogtmannE_2016	subspecies	424
0	1452001001	VogtmannE_2016	subspecies	424
2	1452001002	VogtmannE_2016	subspecies	424
1	1455001002	VogtmannE_2016	subspecies	424
7	1457001001	VogtmannE_2016	subspecies	424
1	1460001001	VogtmannE_2016	subspecies	424
2	1461001001	VogtmannE_2016	subspecies	424
3	1467001001	VogtmannE_2016	subspecies	424
0	1467001002	VogtmannE_2016	subspecies	424
18	1467001003	VogtmannE_2016	subspecies	424
0	1468001001	VogtmannE_2016	subspecies	424
36	1471001001	VogtmannE_2016	subspecies	424
0	1473001001	VogtmannE_2016	subspecies	424
0	1479001001	VogtmannE_2016	subspecies	424
3	1479001002	VogtmannE_2016	subspecies	424
0	1483001002	VogtmannE_2016	subspecies	424
3	1489001001	VogtmannE_2016	subspecies	424
27	1489001002	VogtmannE_2016	subspecies	424
6	1493001002	VogtmannE_2016	subspecies	424
2	1494001001	VogtmannE_2016	subspecies	424
10	1494001002	VogtmannE_2016	subspecies	424
8	1495001001	VogtmannE_2016	subspecies	424
2	1495001002	VogtmannE_2016	subspecies	424
20	1498001004	VogtmannE_2016	subspecies	424
42	1499001001	VogtmannE_2016	subspecies	424
0	1500001001	VogtmannE_2016	subspecies	424
6	1501001001	VogtmannE_2016	subspecies	424
30	1502001001	VogtmannE_2016	subspecies	424
32	1506001001	VogtmannE_2016	subspecies	424
9	1506001002	VogtmannE_2016	subspecies	424
43	1508001001	VogtmannE_2016	subspecies	424
2	1510001001	VogtmannE_2016	subspecies	424
4	1514001001	VogtmannE_2016	subspecies	424
43	1520001001	VogtmannE_2016	subspecies	424
0	1522001001	VogtmannE_2016	subspecies	424
3	1529001001	VogtmannE_2016	subspecies	424
0	1530001001	VogtmannE_2016	subspecies	424
22	1532001002	VogtmannE_2016	subspecies	424
6	1536001001	VogtmannE_2016	subspecies	424
55	1537001001	VogtmannE_2016	subspecies	424
0	1554001002	VogtmannE_2016	subspecies	424
5	1554001003	VogtmannE_2016	subspecies	424
13	1557001001	VogtmannE_2016	subspecies	424
14	1557001002	VogtmannE_2016	subspecies	424
43	1560001002	VogtmannE_2016	subspecies	424
2	1564001001	VogtmannE_2016	subspecies	424
4	1565001001	VogtmannE_2016	subspecies	424
0	1570001002	VogtmannE_2016	subspecies	424
0	1571001001	VogtmannE_2016	subspecies	424
6	1571001002	VogtmannE_2016	subspecies	424
3	1573001001	VogtmannE_2016	subspecies	424
3	1575001001	VogtmannE_2016	subspecies	424
0	1580001001	VogtmannE_2016	subspecies	424
7	1580001002	VogtmannE_2016	subspecies	424
7	1589001001	VogtmannE_2016	subspecies	424
0	1590001002	VogtmannE_2016	subspecies	424
2	1591001001	VogtmannE_2016	subspecies	424
33	1592001001	VogtmannE_2016	subspecies	424
1	1593001001	VogtmannE_2016	subspecies	424
3	1596001001	VogtmannE_2016	subspecies	424
0	1602001001	VogtmannE_2016	subspecies	424
0	1609001001	VogtmannE_2016	subspecies	424
10	1612001001	VogtmannE_2016	subspecies	424
1	1612001002	VogtmannE_2016	subspecies	424
0	1625001001	VogtmannE_2016	subspecies	424
3	1630001001	VogtmannE_2016	subspecies	424
1	1631001001	VogtmannE_2016	subspecies	424
0	1634001001	VogtmannE_2016	subspecies	424
9	1635001001	VogtmannE_2016	subspecies	424
8	1641001001	VogtmannE_2016	subspecies	424
1	1643001001	VogtmannE_2016	subspecies	424
35	1649001001	VogtmannE_2016	subspecies	424
71	1652001001	VogtmannE_2016	subspecies	424
22	1660001001	VogtmannE_2016	subspecies	424
1	1662001002	VogtmannE_2016	subspecies	424
1	1663001001	VogtmannE_2016	subspecies	424
0	1667001001	VogtmannE_2016	subspecies	424
0	1671001002	VogtmannE_2016	subspecies	424
4	1674001001	VogtmannE_2016	subspecies	424
0	1674001002	VogtmannE_2016	subspecies	424
5	1679001001	VogtmannE_2016	subspecies	424
9	1680001001	VogtmannE_2016	subspecies	424
84	1681001001	VogtmannE_2016	subspecies	424
3	1697001001	VogtmannE_2016	subspecies	424
0	1698001001	VogtmannE_2016	subspecies	424
0	1703001001	VogtmannE_2016	subspecies	424
0	1703001002	VogtmannE_2016	subspecies	424
0	1707001001	VogtmannE_2016	subspecies	424
0	1707001002	VogtmannE_2016	subspecies	424
0	1708001002	VogtmannE_2016	subspecies	424
0	1711001003	VogtmannE_2016	subspecies	424
1	1714001001	VogtmannE_2016	subspecies	424
0	1714001002	VogtmannE_2016	subspecies	424
7	1718001001	VogtmannE_2016	subspecies	424
0	1722001003	VogtmannE_2016	subspecies	424
0	1727001001	VogtmannE_2016	subspecies	424
1	1733001001	VogtmannE_2016	subspecies	424
0	1736001001	VogtmannE_2016	subspecies	424
1	1737001001	VogtmannE_2016	subspecies	424
10	1744001001	VogtmannE_2016	subspecies	424
5	1749001001	VogtmannE_2016	subspecies	424
6	1749001003	VogtmannE_2016	subspecies	424
0	1749001005	VogtmannE_2016	subspecies	424
1	1750001001	VogtmannE_2016	subspecies	424
0	1752001001	VogtmannE_2016	subspecies	424
1	1758001001	VogtmannE_2016	subspecies	424
3	1759001003	VogtmannE_2016	subspecies	424
0	1760001001	VogtmannE_2016	subspecies	424
0	1769001001	VogtmannE_2016	subspecies	424
0	1776001001	VogtmannE_2016	subspecies	424
13	1778001003	VogtmannE_2016	subspecies	424
25	1779001001	VogtmannE_2016	subspecies	424
0	1780001001	VogtmannE_2016	subspecies	424
3	1782001001	VogtmannE_2016	subspecies	424
0	1784001002	VogtmannE_2016	subspecies	424
39	1793001001	VogtmannE_2016	subspecies	424
10	1793001002	VogtmannE_2016	subspecies	424
5	1794001001	VogtmannE_2016	subspecies	424
3	1795001001	VogtmannE_2016	subspecies	424
28	1796001001	VogtmannE_2016	subspecies	424
0	1801001001	VogtmannE_2016	subspecies	424
7	1802001001	VogtmannE_2016	subspecies	424
2	1804001001	VogtmannE_2016	subspecies	424
2	1809001001	VogtmannE_2016	subspecies	424
58	1812001001	VogtmannE_2016	subspecies	424
7	1814001001	VogtmannE_2016	subspecies	424
2	1817001001	VogtmannE_2016	subspecies	424
1	1819001001	VogtmannE_2016	subspecies	424
3	1821001001	VogtmannE_2016	subspecies	424
1	1825001002	VogtmannE_2016	subspecies	424
1	1829001001	VogtmannE_2016	subspecies	424
9	1837001001	VogtmannE_2016	subspecies	424
15	1839001001	VogtmannE_2016	subspecies	424
2	1841001001	VogtmannE_2016	subspecies	424
62	1843001001	VogtmannE_2016	subspecies	424
44	1844001001	VogtmannE_2016	subspecies	424
1	1846001001	VogtmannE_2016	subspecies	424
0	1849001001	VogtmannE_2016	subspecies	424
11	1855001001	VogtmannE_2016	subspecies	424
0	1864001002	VogtmannE_2016	subspecies	424
12	1869001001	VogtmannE_2016	subspecies	424
1	1870001001	VogtmannE_2016	subspecies	424
0	1871001001	VogtmannE_2016	subspecies	424
26	1875001001	VogtmannE_2016	subspecies	424
2	1875001002	VogtmannE_2016	subspecies	424
2	1877001001	VogtmannE_2016	subspecies	424
2	1878001001	VogtmannE_2016	subspecies	424
13	1880001001	VogtmannE_2016	subspecies	424
5	1901001001	VogtmannE_2016	subspecies	424
3	1903001001	VogtmannE_2016	subspecies	424
0	1905001001	VogtmannE_2016	subspecies	424
2	1907001001	VogtmannE_2016	subspecies	424
64	1908001002	VogtmannE_2016	subspecies	424
13	1908001003	VogtmannE_2016	subspecies	424
0	1910001001	VogtmannE_2016	subspecies	424
30	1914001001	VogtmannE_2016	subspecies	424
0	1914001002	VogtmannE_2016	subspecies	424
0	1918001002	VogtmannE_2016	subspecies	424
53	1923001001	VogtmannE_2016	subspecies	424
3	1924001001	VogtmannE_2016	subspecies	424
1	1933001001	VogtmannE_2016	subspecies	424
1	1935001001	VogtmannE_2016	subspecies	424
0	1935001002	VogtmannE_2016	subspecies	424
0	1939001001	VogtmannE_2016	subspecies	424
1	1945001001	VogtmannE_2016	subspecies	424
0	1950001001	VogtmannE_2016	subspecies	424
0	1953001001	VogtmannE_2016	subspecies	424
5	1959001001	VogtmannE_2016	subspecies	424
35	1961001001	VogtmannE_2016	subspecies	424
0	1976001002	VogtmannE_2016	subspecies	424
9	1987001002	VogtmannE_2016	subspecies	424
2	1993001001	VogtmannE_2016	subspecies	424
0	2000001001	VogtmannE_2016	subspecies	424
0	2001001001	VogtmannE_2016	subspecies	424
0	2002001001	VogtmannE_2016	subspecies	424
3	2009001001	VogtmannE_2016	subspecies	424
0	2022001001	VogtmannE_2016	subspecies	424
0	2031001002	VogtmannE_2016	subspecies	424
1	2044001001	VogtmannE_2016	subspecies	424
12	2050001004	VogtmannE_2016	subspecies	424
20	2069001001	VogtmannE_2016	subspecies	424
5	2075001001	VogtmannE_2016	subspecies	424
0	2077001001	VogtmannE_2016	subspecies	424
0	2082001002	VogtmannE_2016	subspecies	424
19	2086001001	VogtmannE_2016	subspecies	424
0	2087001001	VogtmannE_2016	subspecies	424
8	2089001004	VogtmannE_2016	subspecies	424
0	2091001001	VogtmannE_2016	subspecies	424
7	2102001001	VogtmannE_2016	subspecies	424
9	2105001001	VogtmannE_2016	subspecies	424
4	2107001001	VogtmannE_2016	subspecies	424
2	2108001001	VogtmannE_2016	subspecies	424
11	2110001003	VogtmannE_2016	subspecies	424
10	2116001001	VogtmannE_2016	subspecies	424
3	2149001001	VogtmannE_2016	subspecies	424
13	2150001001	VogtmannE_2016	subspecies	424
13	2165001001	VogtmannE_2016	subspecies	424
46	2184001001	VogtmannE_2016	subspecies	424
20	2185001001	VogtmannE_2016	subspecies	424
1	2193001001	VogtmannE_2016	subspecies	424
0	2201001001	VogtmannE_2016	subspecies	424
0	2214001001	VogtmannE_2016	subspecies	424
1	2218001001	VogtmannE_2016	subspecies	424
42	2229001001	VogtmannE_2016	subspecies	424
1	2234001001	VogtmannE_2016	subspecies	424
45	2239001001	VogtmannE_2016	subspecies	424
110	2239001002	VogtmannE_2016	subspecies	424
0	2241001001	VogtmannE_2016	subspecies	424
0	2249001001	VogtmannE_2016	subspecies	424
20	2273001001	VogtmannE_2016	subspecies	424
2	2276001001	VogtmannE_2016	subspecies	424
0	2291001003	VogtmannE_2016	subspecies	424
4	2297001001	VogtmannE_2016	subspecies	424
0	2312001002	VogtmannE_2016	subspecies	424
17	2321001001	VogtmannE_2016	subspecies	424
1	2325001001	VogtmannE_2016	subspecies	424
41	2330001001	VogtmannE_2016	subspecies	424
2	2337001001	VogtmannE_2016	subspecies	424
5	2386001001	VogtmannE_2016	subspecies	424
45	2390001001	VogtmannE_2016	subspecies	424
37	2390001002	VogtmannE_2016	subspecies	424
0	2390001003	VogtmannE_2016	subspecies	424
0	2392001001	VogtmannE_2016	subspecies	424
0	2394001001	VogtmannE_2016	subspecies	424
1	2402001001	VogtmannE_2016	subspecies	424
4	2414001001	VogtmannE_2016	subspecies	424
4	2421001001	VogtmannE_2016	subspecies	424
0	2426001001	VogtmannE_2016	subspecies	424
0	2440001001	VogtmannE_2016	subspecies	424
9	2449001001	VogtmannE_2016	subspecies	424
124	2455001001	VogtmannE_2016	subspecies	424
1	2457001001	VogtmannE_2016	subspecies	424
13	2496001001	VogtmannE_2016	subspecies	424
0	2497001002	VogtmannE_2016	subspecies	424
0	2499001001	VogtmannE_2016	subspecies	424
0	2501001001	VogtmannE_2016	subspecies	424
4	2501001002	VogtmannE_2016	subspecies	424
0	2508001001	VogtmannE_2016	subspecies	424
15	2519001001	VogtmannE_2016	subspecies	424
0	2519001002	VogtmannE_2016	subspecies	424
7	2526001001	VogtmannE_2016	subspecies	424
6	2536001001	VogtmannE_2016	subspecies	424
14	2546001001	VogtmannE_2016	subspecies	424
0	2569001001	VogtmannE_2016	subspecies	424
8	2610001001	VogtmannE_2016	subspecies	424
1	2624001002	VogtmannE_2016	subspecies	424
0	2626001003	VogtmannE_2016	subspecies	424
0	2629001001	VogtmannE_2016	subspecies	424
1	2629001002	VogtmannE_2016	subspecies	424
0	2632001001	VogtmannE_2016	subspecies	424
0	2632001002	VogtmannE_2016	subspecies	424
12	2657001001	VogtmannE_2016	subspecies	424
14	2657001002	VogtmannE_2016	subspecies	424
17	2658001001	VogtmannE_2016	subspecies	424
1	2683001001	VogtmannE_2016	subspecies	424
0	2684001001	VogtmannE_2016	subspecies	424
2	2685001001	VogtmannE_2016	subspecies	424
8	2688001001	VogtmannE_2016	subspecies	424
3	2705001001	VogtmannE_2016	subspecies	424
88	2738001001	VogtmannE_2016	subspecies	424
5	2759001001	VogtmannE_2016	subspecies	424
14	2764001001	VogtmannE_2016	subspecies	424
4	2766001001	VogtmannE_2016	subspecies	424
0	2782001001	VogtmannE_2016	subspecies	424
0	2785001002	VogtmannE_2016	subspecies	424
2	2792001001	VogtmannE_2016	subspecies	424
179	2795001001	VogtmannE_2016	subspecies	424
17	2802001001	VogtmannE_2016	subspecies	424
1	2804001001	VogtmannE_2016	subspecies	424
0	2819001001	VogtmannE_2016	subspecies	424
0	2848001001	VogtmannE_2016	subspecies	424
2	2855001002	VogtmannE_2016	subspecies	424
0	2856001001	VogtmannE_2016	subspecies	424
7	2897001001	VogtmannE_2016	subspecies	424
7	2902001001	VogtmannE_2016	subspecies	424
23	2913001002	VogtmannE_2016	subspecies	424
4	2919001001	VogtmannE_2016	subspecies	424
1	2939001001	VogtmannE_2016	subspecies	424
0	2942001001	VogtmannE_2016	subspecies	424
0	2981001002	VogtmannE_2016	subspecies	424
0	2994001002	VogtmannE_2016	subspecies	424
3	3018001001	VogtmannE_2016	subspecies	424
2	3019001001	VogtmannE_2016	subspecies	424
4	3028001001	VogtmannE_2016	subspecies	424
0	3062001001	VogtmannE_2016	subspecies	424
1	3080001001	VogtmannE_2016	subspecies	424
0	3108001001	VogtmannE_2016	subspecies	424
6	3131001001	VogtmannE_2016	subspecies	424
7	3174001001	VogtmannE_2016	subspecies	424
0	3259001001	VogtmannE_2016	subspecies	424
0	3274001002	VogtmannE_2016	subspecies	424
0	3278001001	VogtmannE_2016	subspecies	424
1	3301001001	VogtmannE_2016	subspecies	424
0	3357001001	VogtmannE_2016	subspecies	424
3	3406001001	VogtmannE_2016	subspecies	424
0	3415001002	VogtmannE_2016	subspecies	424
0	3576001001	VogtmannE_2016	subspecies	424
0	3610001001	VogtmannE_2016	subspecies	424
0	3689001001	VogtmannE_2016	subspecies	424
284	3712001001	VogtmannE_2016	subspecies	424
0	3806001002	VogtmannE_2016	subspecies	424
0	3919001001	VogtmannE_2016	subspecies	424
3	4055001002	VogtmannE_2016	subspecies	424
3	4065001001	VogtmannE_2016	subspecies	424
13	4088001001	VogtmannE_2016	subspecies	424
0	4112001001	VogtmannE_2016	subspecies	424
4	4193001001	VogtmannE_2016	subspecies	424
13	4587001001	VogtmannE_2016	subspecies	424
0	4664001002	VogtmannE_2016	subspecies	424
6	0001001001	VogtmannE_2016	subspecies	646
17	0001001002	VogtmannE_2016	subspecies	646
28	0001001005	VogtmannE_2016	subspecies	646
8	0002001001	VogtmannE_2016	subspecies	646
2	0002001003	VogtmannE_2016	subspecies	646
11	0002001005	VogtmannE_2016	subspecies	646
39	0002001008	VogtmannE_2016	subspecies	646
72	0002001009	VogtmannE_2016	subspecies	646
1	0002001010	VogtmannE_2016	subspecies	646
2	0002001013	VogtmannE_2016	subspecies	646
36	0003001002	VogtmannE_2016	subspecies	646
13	0003001003	VogtmannE_2016	subspecies	646
7	0004001001	VogtmannE_2016	subspecies	646
1	0004001002	VogtmannE_2016	subspecies	646
0	0004001004	VogtmannE_2016	subspecies	646
4	0005001001	VogtmannE_2016	subspecies	646
1	0005001002	VogtmannE_2016	subspecies	646
1	0006001001	VogtmannE_2016	subspecies	646
4	0006001002	VogtmannE_2016	subspecies	646
14	0006001004	VogtmannE_2016	subspecies	646
0	0006001005	VogtmannE_2016	subspecies	646
0	0006001007	VogtmannE_2016	subspecies	646
46	0006001008	VogtmannE_2016	subspecies	646
19	0008001001	VogtmannE_2016	subspecies	646
12	0009001001	VogtmannE_2016	subspecies	646
3	0009001002	VogtmannE_2016	subspecies	646
0	0011001001	VogtmannE_2016	subspecies	646
33	0011001005	VogtmannE_2016	subspecies	646
0	0013001001	VogtmannE_2016	subspecies	646
0	0013001002	VogtmannE_2016	subspecies	646
1	0013001003	VogtmannE_2016	subspecies	646
6	0014001001	VogtmannE_2016	subspecies	646
0	0018001001	VogtmannE_2016	subspecies	646
1	0018001002	VogtmannE_2016	subspecies	646
2	0018001003	VogtmannE_2016	subspecies	646
9	0018001004	VogtmannE_2016	subspecies	646
8	0019001001	VogtmannE_2016	subspecies	646
5	0020001001	VogtmannE_2016	subspecies	646
12	0020001003	VogtmannE_2016	subspecies	646
6	0020001006	VogtmannE_2016	subspecies	646
